0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
1	10
1	115
1	12
1	84
1	129
1	7
1	130
1	131
1	72
1	74
2	67
2	151
2	152
2	153
2	154
2	155
2	156
2	157
2	158
2	12
2	86
2	118
2	4
2	159
2	160
2	161
2	162
2	163
2	164
2	165
2	166
2	167
2	168
2	169
2	184
2	185
2	125
2	8
2	173
2	186
2	175
2	176
2	177
2	178
2	179
2	180
2	181
2	182
2	183
3	151
3	154
3	155
3	12
3	117
3	159
3	160
3	161
3	162
3	168
3	195
3	125
3	173
3	186
3	196
3	178
3	179
3	180
3	182
3	197
3	189
4	151
4	154
4	155
4	118
4	159
4	160
4	161
4	162
4	168
4	195
4	172
4	173
4	174
4	196
4	178
4	179
4	180
4	182
4	197
4	189
5	10
5	11
5	12
3	5
5	13
5	14
5	8
6	27
6	50
6	34
6	23
6	35
6	47
6	48
6	43
6	46
6	72
6	88
6	94
6	25
6	73
6	74
6	77
6	75
2	7
3	7
6	7
7	59
7	73
8	102
8	108
8	235
3	8
4	8
8	213
8	193
8	14
8	103
8	214
8	36
9	108
9	236
4	9
9	213
9	218
5	9
7	9
9	103
9	24
10	102
10	208
10	138
10	124
10	142
10	13
10	14
11	12
11	118
3	11
11	13
11	14
12	16
12	151
12	152
12	153
12	154
12	155
12	156
12	157
12	158
12	84
12	117
12	159
12	160
12	161
12	162
12	163
12	164
12	165
12	166
12	167
12	168
12	169
12	170
12	171
12	172
12	173
12	174
12	175
12	176
12	177
12	178
12	179
12	180
12	181
12	182
12	183
6	13
13	34
13	209
13	23
13	35
13	47
13	48
13	43
13	46
13	88
13	73
13	74
13	77
13	75
14	114
12	14
14	86
14	118
3	14
4	14
13	14
14	75
15	16
4	15
15	17
15	18
15	19
15	20
15	21
15	22
15	23
15	24
15	25
15	26
16	113
1	16
16	114
16	92
16	115
16	116
2	16
16	84
16	117
16	118
16	119
16	98
16	120
16	19
16	22
16	73
17	41
17	22
17	23
17	53
17	44
4	18
18	71
17	18
14	18
18	23
18	35
18	47
18	43
18	51
18	72
18	73
18	74
18	75
18	76
17	19
19	70
19	20
19	59
19	22
19	46
19	80
12	20
2	20
20	132
20	130
20	209
20	210
20	89
20	73
20	74
20	75
21	106
12	21
2	21
21	85
21	73
21	74
21	77
21	75
22	55
23	46
23	44
24	48
24	44
25	190
22	26
26	51
26	49
26	64
26	44
27	28
3	27
27	29
27	30
27	31
27	32
20	27
21	27
27	33
27	34
27	35
27	36
27	37
27	38
27	39
28	122
28	114
29	50
29	30
29	33
29	35
29	44
30	32
6	30
30	59
30	33
30	51
30	49
30	64
30	38
30	52
3	31
4	31
31	58
31	45
29	31
31	66
7	31
31	35
31	47
31	48
31	46
31	49
31	73
31	74
31	77
31	75
29	32
21	32
32	59
32	33
32	43
32	49
32	81
33	68
34	47
34	43
34	72
34	37
34	112
34	74
34	44
35	43
35	44
36	49
36	93
36	44
37	190
38	50
33	38
38	43
38	49
38	64
38	44
40	41
40	42
22	40
40	43
40	44
4	41
23	41
41	47
41	48
41	43
41	46
41	49
41	44
42	84
42	86
42	119
42	98
42	218
42	167
42	232
42	168
42	137
42	45
17	42
29	42
42	185
42	172
22	42
33	42
42	173
23	43
43	44
33	45
45	46
44	45
46	79
44	46
35	47
47	48
47	214
44	47
48	213
23	48
44	48
44	49
3	50
45	50
23	50
35	50
47	50
48	50
43	50
46	50
50	51
50	52
44	50
44	51
52	99
52	84
52	86
4	52
32	52
6	52
21	52
9	52
33	52
48	52
37	52
53	86
4	53
13	53
14	53
53	59
53	90
23	53
46	53
53	78
53	75
11	54
40	54
54	55
14	54
22	54
51	54
49	54
54	56
21	55
35	55
55	78
40	56
22	56
35	56
51	56
44	56
57	58
45	57
21	57
57	59
33	57
57	60
51	57
49	57
57	61
3	58
58	95
45	58
50	58
58	68
7	58
20	58
21	58
23	58
46	58
58	87
24	58
58	88
58	85
58	61
58	69
58	82
59	105
59	102
59	108
59	99
5	59
59	71
58	59
15	59
27	59
59	66
55	59
59	68
13	59
6	59
14	59
22	59
33	59
49	59
59	64
59	91
39	59
14	60
7	60
44	60
33	61
46	61
60	61
49	61
61	82
44	61
62	63
3	62
41	62
55	62
19	62
20	62
59	62
47	62
48	62
49	62
62	64
62	65
63	101
12	63
2	63
3	63
63	225
63	71
63	129
41	63
18	63
13	63
63	215
8	63
9	63
59	63
34	63
63	209
47	63
63	93
24	63
63	94
63	81
63	85
63	83
64	74
44	64
11	65
65	84
3	65
65	98
13	65
20	65
8	65
66	67
50	66
66	68
32	66
47	66
51	66
64	66
38	66
66	69
67	106
63	67
12	67
67	118
4	67
67	98
67	218
58	67
67	129
67	224
31	67
8	67
9	67
59	67
48	67
67	87
67	212
20	68
21	68
23	68
36	68
68	79
69	86
50	69
21	69
47	69
48	69
69	87
69	88
37	69
69	89
52	69
5	70
17	70
13	70
59	70
22	70
51	70
49	70
64	70
26	70
4	71
40	71
41	71
55	71
14	71
20	71
21	71
22	71
71	90
43	71
71	93
36	71
71	94
71	89
56	71
71	83
71	76
72	114
2	72
72	132
72	130
72	214
72	93
73	75
44	73
44	74
75	209
23	75
44	75
4	76
14	76
35	76
43	76
73	76
74	76
42	77
34	77
35	77
74	77
44	77
78	190
79	190
80	190
81	190
3	82
4	82
7	82
23	82
46	82
73	82
74	82
83	84
41	83
21	83
35	83
25	83
83	85
65	83
84	151
84	152
84	155
84	156
84	157
84	158
2	84
84	86
84	118
4	84
84	187
84	163
84	142
84	175
84	180
84	188
84	189
84	190
12	85
60	85
85	211
44	85
86	151
86	152
86	155
86	156
86	157
86	158
12	86
86	117
3	86
86	187
86	163
86	191
86	175
86	180
86	188
86	189
86	190
87	106
87	236
87	109
2	87
86	87
87	117
4	87
87	119
87	103
47	87
48	87
43	87
46	87
52	87
44	87
88	190
2	89
60	89
89	212
44	89
3	90
4	90
90	213
90	218
90	187
58	90
15	90
27	90
31	90
14	90
7	90
90	132
90	130
23	90
47	90
48	90
73	90
74	90
77	90
75	90
90	91
12	91
3	91
29	91
6	91
7	91
23	91
35	91
43	91
78	91
79	91
77	91
3	92
4	92
48	92
39	92
93	101
93	114
93	216
93	235
93	141
12	93
86	93
3	93
47	93
48	93
43	93
25	93
78	93
93	104
65	93
44	93
94	190
63	95
67	95
95	240
12	95
95	198
95	119
95	142
95	125
95	172
95	207
95	204
72	95
95	241
61	95
96	97
60	96
44	96
97	166
97	227
97	221
44	97
2	98
84	98
86	98
98	118
3	98
98	202
98	198
98	119
98	206
98	191
98	125
98	172
98	207
98	145
98	186
99	107
2	99
4	99
6	99
7	99
100	101
100	102
11	100
19	100
13	100
100	103
100	104
1	101
101	114
2	101
84	101
86	101
3	101
98	101
101	224
101	132
22	101
77	101
102	113
1	102
102	114
102	135
102	136
4	102
102	137
13	102
102	132
89	102
102	104
102	103
103	108
103	201
11	103
5	103
103	137
103	191
13	103
6	103
65	103
52	103
104	222
64	104
104	131
44	104
105	106
105	107
